posting_id,title,company,category,location,seniority,description,posted_date
89,Senior Data Scientist,Orbit Data Co,Data Scientist,"New York, USA",Senior,"As a Senior Data Scientist at Orbit Data Co, you will support experimentation and A/B testing, document functional specifications, and partner with stakeholders across the business. Core requirements include pandas, scikit-learn, and feature engineering. Bonus points for exposure to machine learning.",2026-04-30
90,Business Data Analyst,Meridian Labs,Data Analyst,"Toronto, Canada",Senior,"Join Meridian Labs as a Business Data Analyst! In this role you'll automate reporting workflows and conduct root-cause analysis to help drive business decisions. We're looking for someone proficient in Tableau and pandas, with working knowledge of Excel. Experience with data cleaning is preferred but not required.",2026-05-01
91,Data Scientist,Fieldstone Group,Data Scientist,"Toronto, Canada",Entry,"Fieldstone Group is hiring a Data Scientist to support our data and analytics function. Responsibilities include develop predictive models, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with experimentation, statistics, and Python, along with a solid foundation in deep learning.",2026-05-19
92,Junior Data Analyst,Kestrel Technologies,Data Analyst,"London, UK",Junior,"Kestrel Technologies is hiring a Junior Data Analyst to support our data and analytics function. Responsibilities include validate data quality, design data pipelines, and collaborating with engineering and product teams. Ideal candidates have practical experience with pandas, Power BI, and reporting, along with a solid foundation in SQL.",2026-05-27
93,Data Analyst,Clarion Health,Data Analyst,"Kathmandu, Nepal",Mid,"We are looking for a Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to design data pipelines and validate data quality. Strong hands-on experience with Tableau, reporting, and pandas is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-25
94,Business Analyst,Anchorpoint AI,Business Analyst,"Bengaluru, India",Senior,"We are looking for a Business Analyst to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and translate business requirements into technical specifications. Strong hands-on experience with UAT, functional specifications, and requirements gathering is required. Familiarity with stakeholder communication is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-01-23
95,Business Systems Analyst,Orbit Data Co,Business Analyst,"Kathmandu, Nepal",Entry,"As a Business Systems Analyst at Orbit Data Co, you will build and maintain dashboards, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include UAT, process mapping, and data validation. Bonus points for exposure to functional specifications.",2026-06-20
96,Junior Data Engineer,Northbridge Analytics,Data Engineer,Remote,Mid,"As a Junior Data Engineer at Northbridge Analytics, you will partner with product and engineering teams, develop predictive models, and partner with stakeholders across the business. Core requirements include Redshift, data pipelines, and Kafka. Bonus points for exposure to PostgreSQL.",2026-02-25
97,ETL Developer,Lumen Analytics,Data Engineer,"Sydney, Australia",Senior,"Lumen Analytics is hiring a ETL Developer to support our data and analytics function. Responsibilities include optimize database queries, support experimentation and A/B testing, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, Kafka, and PostgreSQL, along with a solid foundation in Airflow.",2026-03-16
98,AI Engineer,Anchorpoint AI,ML Engineer,"Bengaluru, India",Mid,"As a AI Engineer at Anchorpoint AI, you will design data pipelines, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include AWS, Kubernetes, and Docker. Bonus points for exposure to CI/CD.",2026-06-19
99,Data Analyst II,Northbridge Analytics,Data Analyst,"New York, USA",Junior,"We are looking for a Data Analyst II to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and develop predictive models. Strong hands-on experience with A/B testing, SQL, and reporting is required. Familiarity with stakeholder communication is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-01-21
100,Machine Learning Engineer,Quanta Systems,ML Engineer,"Sydney, Australia",Mid,"As a Machine Learning Engineer at Quanta Systems, you will design data pipelines, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include Kubernetes, PyTorch, and deep learning. Bonus points for exposure to MLOps.",2026-06-13
101,Senior Data Engineer,Northbridge Analytics,Data Engineer,"Berlin, Germany",Junior,,2026-01-12
102,Senior Data Engineer,BrightPath AI,Data Engineer,"Kathmandu, Nepal",Junior,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to design data pipelines and conduct root-cause analysis. Strong hands-on experience with ETL, Redshift, and Docker is required. Familiarity with Python is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-02-25
103,Senior Data Scientist,Vertex Insights,Data Scientist,"Toronto, Canada",Mid,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to document functional specifications and partner with product and engineering teams. Strong hands-on experience with scikit-learn, A/B testing, and SQL is required. Familiarity with pandas is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-01
104,Data Scientist,Pinegrove Solutions,Data Scientist,"Bengaluru, India",Mid,"Pinegrove Solutions is hiring a Data Scientist to support our data and analytics function. Responsibilities include optimize database queries, validate data quality, and collaborating with engineering and product teams. Ideal candidates have practical experience with XGBoost, feature engineering, and experimentation, along with a solid foundation in deep learning.",2026-06-11
105,ETL Developer,Northbridge Analytics,Data Engineer,"Berlin, Germany",Senior,,2026-05-17
106,Applied Data Scientist,Quanta Systems,Data Scientist,"New York, USA",Entry,"Quanta Systems is hiring a Applied Data Scientist to support our data and analytics function. Responsibilities include design data pipelines, optimize database queries, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, XGBoost, and feature engineering, along with a solid foundation in scikit-learn.",2026-01-20
107,Data Engineer,Vertex Insights,Data Engineer,"Kathmandu, Nepal",Senior,"As a Data Engineer at Vertex Insights, you will document functional specifications, optimize database queries, and partner with stakeholders across the business. Core requirements include SQL, data modeling, and Python. Bonus points for exposure to AWS.",2026-03-26
108,Data Engineer,Vertex Insights,Data Engineer,"Kathmandu, Nepal",Mid,"We are looking for a Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to build and maintain dashboards and optimize database queries. Strong hands-on experience with ETL, Redshift, and data modeling is required. Familiarity with AWS is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-02-10
109,Machine Learning Engineer,Vertex Insights,ML Engineer,"Berlin, Germany",Mid,"We are looking for a Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and conduct root-cause analysis. Strong hands-on experience with MLOps, Kubernetes, and TensorFlow is required. Familiarity with PyTorch is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-22
110,Senior Data Engineer,Anchorpoint AI,Data Engineer,Remote,Junior,"Anchorpoint AI is hiring a Senior Data Engineer to support our data and analytics function. Responsibilities include design data pipelines, document functional specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, ETL, and Spark, along with a solid foundation in Airflow.",2026-01-24
111,Junior Data Analyst,Skylark Data,Data Analyst,"Toronto, Canada",Senior,"Skylark Data is hiring a Junior Data Analyst to support our data and analytics function. Responsibilities include conduct root-cause analysis, develop predictive models, and collaborating with engineering and product teams. Ideal candidates have practical experience with reporting, stakeholder communication, and statistics, along with a solid foundation in pandas.",2026-03-12
112,Applied ML Engineer,Skylark Data,ML Engineer,"Berlin, Germany",Entry,,2026-06-21
113,Data Quality Analyst,Kestrel Technologies,Data Quality Analyst,"Sydney, Australia",Senior,"Kestrel Technologies is hiring a Data Quality Analyst to support our data and analytics function. Responsibilities include document functional specifications, conduct root-cause analysis, and collaborating with engineering and product teams. Ideal candidates have practical experience with metadata management, Excel, and SQL, along with a solid foundation in data governance.",2026-03-11
114,Business Analyst,Datavantis,Business Analyst,"Toronto, Canada",Entry,"As a Business Analyst at Datavantis, you will translate business requirements into technical specifications, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include functional specifications, requirements gathering, and Jira. Bonus points for exposure to SQL.",2026-02-04
115,Applied Data Scientist,BrightPath AI,Data Scientist,"Berlin, Germany",Senior,"We are looking for a Applied Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to build and maintain dashboards and develop predictive models. Strong hands-on experience with feature engineering, A/B testing, and Python is required. Familiarity with pandas is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-03
116,Senior Data Engineer,Anchorpoint AI,Data Engineer,"Sydney, Australia",Junior,"As a Senior Data Engineer at Anchorpoint AI, you will develop predictive models, validate data quality, and partner with stakeholders across the business. Core requirements include AWS, Python, and Redshift. Bonus points for exposure to ETL.",2026-06-19
117,ETL Developer,Pinegrove Solutions,Data Engineer,"New York, USA",Junior,"As a ETL Developer at Pinegrove Solutions, you will conduct root-cause analysis, partner with product and engineering teams, and partner with stakeholders across the business. Core requirements include data pipelines, Kafka, and PostgreSQL. Bonus points for exposure to Python.",2026-07-06
118,Senior Data Engineer,Clarion Health,Data Engineer,"London, UK",Mid,"Join Clarion Health as a Senior Data Engineer! In this role you'll design data pipelines and build and maintain dashboards to help drive business decisions. We're looking for someone proficient in data modeling and Airflow, with working knowledge of data pipelines. Experience with ETL is preferred but not required.",2026-06-15
119,Junior Business Analyst,Fieldstone Group,Business Analyst,"Dublin, Ireland",Entry,"Fieldstone Group is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include design data pipelines, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with functional specifications, Jira, and process mapping, along with a solid foundation in requirements gathering.",2026-06-29
120,Applied ML Engineer,Pinegrove Solutions,ML Engineer,"London, UK",Senior,"Join Pinegrove Solutions as a Applied ML Engineer! In this role you'll automate reporting workflows and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in CI/CD and Docker, with working knowledge of model deployment. Experience with MLOps is preferred but not required.",2026-03-12
121,Applied Data Scientist,Pinegrove Solutions,Data Scientist,"Sydney, Australia",Senior,"Pinegrove Solutions is hiring a Applied Data Scientist to support our data and analytics function. Responsibilities include design data pipelines, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with XGBoost, SQL, and feature engineering, along with a solid foundation in deep learning.",2026-06-27
122,Data Governance Analyst,Fieldstone Group,Data Quality Analyst,"New York, USA",Entry,"As a Data Governance Analyst at Fieldstone Group, you will design data pipelines, validate data quality, and partner with stakeholders across the business. Core requirements include Excel, data validation, and ETL. Bonus points for exposure to SQL.",2026-06-03
123,Machine Learning Engineer,Havenwood Tech,ML Engineer,"London, UK",Senior,"Join Havenwood Tech as a Machine Learning Engineer! In this role you'll optimize database queries and automate reporting workflows to help drive business decisions. We're looking for someone proficient in Kubernetes and Python, with working knowledge of AWS. Experience with CI/CD is preferred but not required.",2026-06-20
124,Junior Data Engineer,Datavantis,Data Engineer,"New York, USA",Entry,"Join Datavantis as a Junior Data Engineer! In this role you'll design data pipelines and analyze large datasets to help drive business decisions. We're looking for someone proficient in Kafka and data pipelines, with working knowledge of AWS. Experience with ETL is preferred but not required.",2026-03-12
125,Data Quality Analyst,Skylark Data,Data Quality Analyst,"Toronto, Canada",Senior,"Skylark Data is hiring a Data Quality Analyst to support our data and analytics function. Responsibilities include validate data quality, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with reporting, SQL, and data validation, along with a solid foundation in Excel.",2026-02-05
126,Business Systems Analyst,Northbridge Analytics,Business Analyst,"Berlin, Germany",Junior,"As a Business Systems Analyst at Northbridge Analytics, you will optimize database queries, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include Excel, requirements gathering, and SQL. Bonus points for exposure to data validation.",2026-03-05
127,Junior Business Analyst,Datavantis,Business Analyst,"Dublin, Ireland",Junior,"Datavantis is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include document functional specifications, develop predictive models, and collaborating with engineering and product teams. Ideal candidates have practical experience with Jira, Excel, and process mapping, along with a solid foundation in SQL.",2026-05-24
128,Data Quality Specialist,Northbridge Analytics,Data Quality Analyst,"Dublin, Ireland",Mid,"As a Data Quality Specialist at Northbridge Analytics, you will support experimentation and A/B testing, analyze large datasets, and partner with stakeholders across the business. Core requirements include data validation, Excel, and SQL. Bonus points for exposure to data governance.",2026-05-07
129,Data Quality Analyst,BrightPath AI,Data Quality Analyst,"Bengaluru, India",Mid,"Join BrightPath AI as a Data Quality Analyst! In this role you'll analyze large datasets and develop predictive models to help drive business decisions. We're looking for someone proficient in data governance and data validation, with working knowledge of Python. Experience with Excel is preferred but not required.",2026-05-27
130,Data Governance Analyst,Anchorpoint AI,Data Quality Analyst,"Toronto, Canada",Junior,"We are looking for a Data Governance Analyst to join our growing team. You will work closely with cross-functional stakeholders to validate data quality and translate business requirements into technical specifications. Strong hands-on experience with data profiling, data validation, and metadata management is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-30
131,Senior Data Engineer,Lumen Analytics,Data Engineer,Singapore,Senior,"Join Lumen Analytics as a Senior Data Engineer! In this role you'll develop predictive models and analyze large datasets to help drive business decisions. We're looking for someone proficient in Spark and SQL, with working knowledge of Airflow. Experience with Kafka is preferred but not required.",2026-04-07
132,AI Engineer,Anchorpoint AI,ML Engineer,"Toronto, Canada",Senior,"Join Anchorpoint AI as a AI Engineer! In this role you'll develop predictive models and automate reporting workflows to help drive business decisions. We're looking for someone proficient in Kubernetes and TensorFlow, with working knowledge of model deployment. Experience with deep learning is preferred but not required.",2026-03-24
133,Data Analyst II,Kestrel Technologies,Data Analyst,Remote,Mid,"Join Kestrel Technologies as a Data Analyst II! In this role you'll conduct root-cause analysis and validate data quality to help drive business decisions. We're looking for someone proficient in pandas and Excel, with working knowledge of data cleaning. Experience with stakeholder communication is preferred but not required.",2026-03-23
134,Senior Data Scientist,BrightPath AI,Data Scientist,"Toronto, Canada",Entry,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and analyze large datasets. Strong hands-on experience with A/B testing, pandas, and feature engineering is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-29
135,Junior Data Engineer,Datavantis,Data Engineer,Remote,Senior,"Join Datavantis as a Junior Data Engineer! In this role you'll conduct root-cause analysis and develop predictive models to help drive business decisions. We're looking for someone proficient in SQL and ETL, with working knowledge of Python. Experience with Airflow is preferred but not required.",2026-02-15
136,Junior Data Analyst,Pinegrove Solutions,Data Analyst,"Toronto, Canada",Mid,"As a Junior Data Analyst at Pinegrove Solutions, you will automate reporting workflows, develop predictive models, and partner with stakeholders across the business. Core requirements include pandas, statistics, and Excel. Bonus points for exposure to Power BI.",2026-04-30
137,Data Scientist,Datavantis,Data Scientist,Remote,Senior,"As a Data Scientist at Datavantis, you will validate data quality, partner with product and engineering teams, and partner with stakeholders across the business. Core requirements include deep learning, feature engineering, and experimentation. Bonus points for exposure to machine learning.",2026-02-04
138,ETL Developer,Meridian Labs,Data Engineer,"Bengaluru, India",Junior,"Join Meridian Labs as a ETL Developer! In this role you'll build and maintain dashboards and conduct root-cause analysis to help drive business decisions. We're looking for someone proficient in Python and data modeling, with working knowledge of ETL. Experience with data pipelines is preferred but not required.",2026-06-24
139,Junior Business Analyst,Quanta Systems,Business Analyst,"Berlin, Germany",Junior,"Quanta Systems is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include translate business requirements into technical specifications, design data pipelines, and collaborating with engineering and product teams. Ideal candidates have practical experience with Jira, functional specifications, and stakeholder communication, along with a solid foundation in SQL.",2026-07-04
140,Senior Data Engineer,Orbit Data Co,Data Engineer,"Dublin, Ireland",Junior,"As a Senior Data Engineer at Orbit Data Co, you will optimize database queries, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include Redshift, Python, and data pipelines. Bonus points for exposure to Spark.",2026-02-13
141,Junior Data Analyst,BrightPath AI,Data Analyst,"Bengaluru, India",Senior,"BrightPath AI is hiring a Junior Data Analyst to support our data and analytics function. Responsibilities include design data pipelines, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with statistics, data cleaning, and A/B testing, along with a solid foundation in pandas.",2026-06-07
142,Machine Learning Engineer,Fieldstone Group,ML Engineer,"Bengaluru, India",Junior,"Join Fieldstone Group as a Machine Learning Engineer! In this role you'll partner with product and engineering teams and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in Docker and TensorFlow, with working knowledge of CI/CD. Experience with Kubernetes is preferred but not required.",2026-02-28
143,Data Engineer,Quanta Systems,Data Engineer,"London, UK",Mid,"Quanta Systems is hiring a Data Engineer to support our data and analytics function. Responsibilities include build and maintain dashboards, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with ETL, data pipelines, and Spark, along with a solid foundation in PostgreSQL.",2026-02-12
144,Data Scientist II,Pinegrove Solutions,Data Scientist,"Sydney, Australia",Mid,"Join Pinegrove Solutions as a Data Scientist II! In this role you'll analyze large datasets and conduct root-cause analysis to help drive business decisions. We're looking for someone proficient in pandas and Python, with working knowledge of experimentation. Experience with machine learning is preferred but not required.",2026-02-14
145,Machine Learning Engineer,Orbit Data Co,ML Engineer,"Dublin, Ireland",Mid,"Join Orbit Data Co as a Machine Learning Engineer! In this role you'll conduct root-cause analysis and optimize database queries to help drive business decisions. We're looking for someone proficient in feature engineering and Docker, with working knowledge of model deployment. Experience with MLOps is preferred but not required.",2026-01-15
146,Junior Data Analyst,Orbit Data Co,Data Analyst,Singapore,Senior,"Join Orbit Data Co as a Junior Data Analyst! In this role you'll develop predictive models and partner with product and engineering teams to help drive business decisions. We're looking for someone proficient in statistics and Tableau, with working knowledge of pandas. Experience with Power BI is preferred but not required.",2026-06-07
147,Data Engineer,BrightPath AI,Data Engineer,"London, UK",Senior,"We are looking for a Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to design data pipelines and build and maintain dashboards. Strong hands-on experience with Python, Spark, and data modeling is required. Familiarity with Airflow is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-03
148,Business Systems Analyst,Meridian Labs,Business Analyst,Remote,Mid,"As a Business Systems Analyst at Meridian Labs, you will design data pipelines, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include Agile, functional specifications, and stakeholder communication. Bonus points for exposure to process mapping.",2026-04-23
149,Machine Learning Engineer,Northbridge Analytics,ML Engineer,Singapore,Senior,"As a Machine Learning Engineer at Northbridge Analytics, you will analyze large datasets, validate data quality, and partner with stakeholders across the business. Core requirements include MLOps, feature engineering, and Kubernetes. Bonus points for exposure to Python.",2026-01-24
150,Data Governance Analyst,Quanta Systems,Data Quality Analyst,"Dublin, Ireland",Entry,"As a Data Governance Analyst at Quanta Systems, you will partner with product and engineering teams, develop predictive models, and partner with stakeholders across the business. Core requirements include data validation, data cleansing, and data profiling. Bonus points for exposure to metadata management.",2026-03-30
151,Junior Data Analyst,BrightPath AI,Data Analyst,"Dublin, Ireland",Mid,"We are looking for a Junior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and validate data quality. Strong hands-on experience with Excel, data visualization, and A/B testing is required. Familiarity with statistics is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-16
152,Applied ML Engineer,Skylark Data,ML Engineer,"New York, USA",Mid,"We are looking for a Applied ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and analyze large datasets. Strong hands-on experience with TensorFlow, MLOps, and deep learning is required. Familiarity with AWS is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",
153,ETL Developer,Lumen Analytics,Data Engineer,"Toronto, Canada",Junior,"Lumen Analytics is hiring a ETL Developer to support our data and analytics function. Responsibilities include document functional specifications, develop predictive models, and collaborating with engineering and product teams. Ideal candidates have practical experience with Redshift, PostgreSQL, and ETL, along with a solid foundation in AWS.",2026-02-03
154,Data Governance Analyst,Kestrel Technologies,Data Quality Analyst,"New York, USA",Senior,"Join Kestrel Technologies as a Data Governance Analyst! In this role you'll analyze large datasets and develop predictive models to help drive business decisions. We're looking for someone proficient in reporting and ETL, with working knowledge of metadata management. Experience with data cleansing is preferred but not required.",2026-03-26
155,Business Systems Analyst,Skylark Data,Business Analyst,"Kathmandu, Nepal",Senior,"As a Business Systems Analyst at Skylark Data, you will support experimentation and A/B testing, design data pipelines, and partner with stakeholders across the business. Core requirements include Excel, stakeholder communication, and SQL. Bonus points for exposure to Agile.",2026-01-17
156,Data Scientist,Kestrel Technologies,Data Scientist,"Bengaluru, India",Junior,"Kestrel Technologies is hiring a Data Scientist to support our data and analytics function. Responsibilities include design data pipelines, optimize database queries, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, XGBoost, and A/B testing, along with a solid foundation in feature engineering.",2026-02-04
157,Machine Learning Engineer,Anchorpoint AI,ML Engineer,Remote,Junior,"As a Machine Learning Engineer at Anchorpoint AI, you will develop predictive models, design data pipelines, and partner with stakeholders across the business. Core requirements include deep learning, Kubernetes, and model deployment. Bonus points for exposure to AWS.",2026-04-14
158,Business Systems Analyst,Pinegrove Solutions,Business Analyst,"Berlin, Germany",Senior,"Join Pinegrove Solutions as a Business Systems Analyst! In this role you'll validate data quality and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in stakeholder communication and Agile, with working knowledge of Excel. Experience with UAT is preferred but not required.",2026-01-11
159,Senior Data Scientist,BrightPath AI,Data Scientist,"Toronto, Canada",Mid,"As a Senior Data Scientist at BrightPath AI, you will document functional specifications, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include deep learning, SQL, and pandas. Bonus points for exposure to machine learning.",2026-03-31
160,Junior Data Engineer,Quanta Systems,Data Engineer,"Kathmandu, Nepal",Mid,"As a Junior Data Engineer at Quanta Systems, you will conduct root-cause analysis, validate data quality, and partner with stakeholders across the business. Core requirements include Kafka, Python, and AWS. Bonus points for exposure to data modeling.",2026-02-23
161,Senior Data Engineer,Clarion Health,Data Engineer,"Bengaluru, India",Junior,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and translate business requirements into technical specifications. Strong hands-on experience with Airflow, SQL, and PostgreSQL is required. Familiarity with Kafka is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-17
162,Data Governance Analyst,Northbridge Analytics,Data Quality Analyst,Remote,Entry,"Northbridge Analytics is hiring a Data Governance Analyst to support our data and analytics function. Responsibilities include support experimentation and A/B testing, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with Excel, data profiling, and data cleansing, along with a solid foundation in Python.",2026-04-28
163,Senior Data Engineer,Pinegrove Solutions,Data Engineer,"Kathmandu, Nepal",Entry,"Pinegrove Solutions is hiring a Senior Data Engineer to support our data and analytics function. Responsibilities include partner with product and engineering teams, analyze large datasets, and collaborating with engineering and product teams. Ideal candidates have practical experience with data pipelines, Redshift, and Airflow, along with a solid foundation in PostgreSQL.",2026-05-26
164,Data Analyst II,Skylark Data,Data Analyst,"Toronto, Canada",Junior,"We are looking for a Data Analyst II to join our growing team. You will work closely with cross-functional stakeholders to validate data quality and document functional specifications. Strong hands-on experience with stakeholder communication, Python, and SQL is required. Familiarity with reporting is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-16
165,ETL Developer,Pinegrove Solutions,Data Engineer,"Dublin, Ireland",Senior,"Join Pinegrove Solutions as a ETL Developer! In this role you'll translate business requirements into technical specifications and build and maintain dashboards to help drive business decisions. We're looking for someone proficient in ETL and PostgreSQL, with working knowledge of data modeling. Experience with Spark is preferred but not required.",2026-03-15
166,Data Governance Analyst,Anchorpoint AI,Data Quality Analyst,Remote,Entry,"As a Data Governance Analyst at Anchorpoint AI, you will document functional specifications, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include Python, ETL, and data governance. Bonus points for exposure to data validation.",2026-03-01
167,Data Engineer,Vertex Insights,Data Engineer,"Bengaluru, India",Junior,"As a Data Engineer at Vertex Insights, you will analyze large datasets, validate data quality, and partner with stakeholders across the business. Core requirements include ETL, data modeling, and AWS. Bonus points for exposure to Airflow.",2026-05-03
168,Senior Data Engineer,Kestrel Technologies,Data Engineer,"Sydney, Australia",Entry,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to analyze large datasets and conduct root-cause analysis. Strong hands-on experience with Spark, data pipelines, and AWS is required. Familiarity with Airflow is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-31
169,Applied ML Engineer,Anchorpoint AI,ML Engineer,"Bengaluru, India",Mid,"Anchorpoint AI is hiring a Applied ML Engineer to support our data and analytics function. Responsibilities include design data pipelines, support experimentation and A/B testing, and collaborating with engineering and product teams. Ideal candidates have practical experience with Kubernetes, CI/CD, and MLOps, along with a solid foundation in deep learning.",2026-02-05
170,ETL Developer,Anchorpoint AI,Data Engineer,"Dublin, Ireland",Senior,"We are looking for a ETL Developer to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and document functional specifications. Strong hands-on experience with PostgreSQL, data pipelines, and Airflow is required. Familiarity with Redshift is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-02-25
171,Data Governance Analyst,Northbridge Analytics,Data Quality Analyst,"Sydney, Australia",Entry,"Northbridge Analytics is hiring a Data Governance Analyst to support our data and analytics function. Responsibilities include automate reporting workflows, design data pipelines, and collaborating with engineering and product teams. Ideal candidates have practical experience with SQL, Excel, and data governance, along with a solid foundation in ETL.",2026-02-27
172,Machine Learning Engineer,Pinegrove Solutions,ML Engineer,"London, UK",Senior,"As a Machine Learning Engineer at Pinegrove Solutions, you will support experimentation and A/B testing, design data pipelines, and partner with stakeholders across the business. Core requirements include PyTorch, deep learning, and model deployment. Bonus points for exposure to Python.",2026-06-26
173,Business Systems Analyst,Pinegrove Solutions,Business Analyst,"Berlin, Germany",Entry,,2026-01-12
174,Data Analyst,Havenwood Tech,Data Analyst,"Bengaluru, India",Senior,"As a Data Analyst at Havenwood Tech, you will design data pipelines, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include SQL, Python, and data visualization. Bonus points for exposure to Power BI.",2026-04-04
175,AI Engineer,Vertex Insights,ML Engineer,"Bengaluru, India",Junior,"Vertex Insights is hiring a AI Engineer to support our data and analytics function. Responsibilities include automate reporting workflows, optimize database queries, and collaborating with engineering and product teams. Ideal candidates have practical experience with feature engineering, Kubernetes, and PyTorch, along with a solid foundation in TensorFlow.",2026-05-14
176,Data Analyst,Quanta Systems,Data Analyst,"Toronto, Canada",Senior,"Quanta Systems is hiring a Data Analyst to support our data and analytics function. Responsibilities include support experimentation and A/B testing, develop predictive models, and collaborating with engineering and product teams. Ideal candidates have practical experience with A/B testing, data visualization, and Tableau, along with a solid foundation in reporting.",2026-06-12
177,Data Analyst II,Kestrel Technologies,Data Analyst,"Kathmandu, Nepal",Junior,"We are looking for a Data Analyst II to join our growing team. You will work closely with cross-functional stakeholders to support experimentation and A/B testing and document functional specifications. Strong hands-on experience with Tableau, Excel, and data cleaning is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-29
178,AI Engineer,Meridian Labs,ML Engineer,"Dublin, Ireland",Junior,"Join Meridian Labs as a AI Engineer! In this role you'll translate business requirements into technical specifications and document functional specifications to help drive business decisions. We're looking for someone proficient in Python and TensorFlow, with working knowledge of deep learning. Experience with Docker is preferred but not required.",2026-01-19
179,Junior Data Engineer,Quanta Systems,Data Engineer,Remote,Junior,"Quanta Systems is hiring a Junior Data Engineer to support our data and analytics function. Responsibilities include automate reporting workflows, document functional specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with Docker, Spark, and data pipelines, along with a solid foundation in SQL.",2026-03-23
180,Business Systems Analyst,Datavantis,Business Analyst,"New York, USA",Senior,"As a Business Systems Analyst at Datavantis, you will design data pipelines, validate data quality, and partner with stakeholders across the business. Core requirements include data validation, functional specifications, and process mapping. Bonus points for exposure to stakeholder communication.",2026-02-23
